RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
470942,Cinnamon-Scented Quinoa &amp; Smoked-Chicken Salad,1553575,ValkyrieQueen,30.0,20,50,2011-12-30T18:04:00Z,Make and share this Cinnamon-Scented Quinoa &amp; Smoked-Chicken Salad recipe from Food.com.,Grains,"c(""European"", ""< 60 Mins"")","c(""1"", ""1/2"", ""1"", ""1/4"", ""2"", ""2"", ""1"", ""1"", ""1/2"", ""1/4"", ""1/2"", ""2"", ""1/2"", ""1/2"", ""2"", NA)","c(""cinnamon stick"", ""salt"", ""quinoa"", ""lemon juice"", ""lemon zest"", ""garlic clove"", ""cumin"", ""cinnamon"", ""turmeric"", ""chicken"", ""turkey"", ""celery"", ""scallion"", ""currants"", ""pine nuts"", ""Tabasco sauce"")",,,433.1,21.1,3.9,42.5,353.3,44.7,5.4,13.4,18.5,,6 cups,"c(""Pour 2 cups of water into a medium sized saucepan, add cinnamon stick and salt. Bring to a boil over high heat."", ""Add quinoa, reduce to low heat, and simmer for 15 minutes or until the quinoa is tender and the liquid has been absorbed."", ""Remove the cinnamon stick. Fluff the quinoa with a fork and set aside."", ""In a large bowl, whisk together the lemon juice, oil, lemon zest, garlic, cumin, cinnamon, turmeric and hot sauce. Add the chicken/turkey, celery, scallion, currants, pine nuts, and the cooked quinoa."", 
""Toss well to combined."", ""Season with salt and pepper."")"
261109,Mango &amp; Rambutan Frappe,307114,An_Net,,10,10,2007-10-25T00:20:00Z,This recipe sounds so refreshing and summery. Rambutans are exotic fruits similar to lychees and longans. The recipe is by Alison Roberts and was published in the Fresh Living Magazine.,Beverages,"c(""Tropical Fruits"", ""Fruit"", ""Australian"", ""Christmas"", ""Brunch"", ""< 15 Mins"", ""No Cook"", ""Beginner Cook"", ""Small Appliance"", ""Easy"", ""Inexpensive"")","c(""1"", ""5"", ""1/2"", NA)","""light coconut cream""",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1 cup,"c(""Blend the ingredients in a blender until well combined."", ""Serve in tall glass."")"
512607,White Sauce,489552,daisygrl64,13.0,5,18,2014-01-25T13:31:00Z,"Pol Martin Cookbook: Easy Cooking for Today
Please Note:
Pol Martins recipes often refers to &quot;white sauce&quot;  this is what you want to use.
Maybe makes 2 cups of sauce",Sauces,"""< 30 Mins""","c(""4"", ""4"", ""2 1/2"", NA, NA, NA)","c(""butter"", ""flour"", ""milk"", ""nutmeg"", ""white pepper"", ""salt"")",,,455.7,34.4,21.6,103.8,352.5,26.1,0.4,0.1,11.9,,2 cups,"c(""heat butter in saucepan, when hot, mix in flour and cook 1 minute over medium heat."", ""incorporate half of the milk and whisk well."", ""add remaining milk, nutmeg, salt and pepper, stir well."", ""bring sauce to a boil, cook 10-12 minutes over low heat, stirring several times during cooking."", ""remove saucepan from heat."", ""use sauce as required (other Pol Martin) recipes."")"
176958,Nutty Pixie Cookies to Fly Away With,322326,Perfect Pixie,30.0,5,35,2006-07-10T23:00:00Z,"I present you with yet another cookie treat to fly away into another land with, they are so simple to make you wouldn't believe it",Dessert,"c(""Cookie & Brownie"", ""New Zealand"", ""Egg Free"", ""Kid Friendly"", ""Free Of..."", ""< 60 Mins"", ""Easy"", ""Inexpensive"")","c(""1"", ""5"", ""2"", ""2"", ""1 1/2"")","c(""butter"", ""powdered sugar"", ""flour"", ""vanilla"")",,,328.2,24.4,10.9,40.7,224.0,23.7,2.1,4.2,5.3,12.0,,"c(""Cream butter and sugar."", ""Work flour, vannila and nuts into creamed mixture."", ""form into balls."", ""Bake in 350 degrees F oven for 30 minutes."", ""Roll cookies into powdered sugar as soon as they are removed from oven."")"
210912,Low Cal Minestrone Soup,321227,larry 2,60.0,25,85,2007-02-12T14:42:00Z,Make and share this Low Cal Minestrone Soup recipe from Food.com.,One Dish Meal,"c(""Vegetable"", ""European"", ""Winter"", ""< 4 Hours"", ""Easy"", ""Inexpensive"")","c(""6"", ""1/2"", ""9"", ""1/2"", ""1"", ""1"", ""3"", ""1"", ""2"", ""10"", ""2"", ""3"", ""12"", ""1/4"", ""5"", ""3"", ""1/2"", ""1/4"")","c(""onions"", ""garlic"", ""carrots"", ""garlic"", ""tomatoes"", ""zucchini"", ""broccoli floret"", ""peas"", ""spaghetti"", ""potatoes"", ""cabbage"", ""zucchini"", ""hot water"", ""black pepper"", ""basil leaves"", ""parsley flakes"")",5.0,2.0,288.4,1.4,0.3,0.0,89.4,60.2,12.0,17.8,13.9,12.0,,"c(""In a sprayed pot, fry onions, garlic, seasonings (not bullion paste!); then add water, bullion paste and then rest of vegetables, and uncooked pasta."", ""Mix in prepared paste in soup; simmer for 1 hour.  Taste and correct spices (leave soup out so soup can become a soup/stew (pasta thickens)."")"
17977,Arabian Pita Bread,18391,najwa,75.0,15,90,2002-01-24T18:26:00Z,"This doesnt taste exactly like arabian pita, but it is close. So quick and easy, and tastes better with arabian dishes (hummous, falafel, shawerma, etc). I make it when i can't get arabian pita, great with &quot;fooll muddames&quot; as well. This is my Mom's recipe.",Yeast Breads,"c(""Breads"", ""Breakfast"", ""Grains"", ""Lebanese"", ""Southwest Asia (middle East)"", ""Asian"", ""Low Cholesterol"", ""Kid Friendly"", ""Kosher"", ""Spring"", ""Summer"", ""Weeknight"", ""Freezer"", ""Stove Top"", ""< 4 Hours"", ""Easy"", ""Inexpensive"")","c(""1"", ""1 1/2"", ""1 -2"", ""3"", ""1"", ""1/2"", ""6"")","c(""instant yeast"", ""water"", ""sugar"", ""flour"", ""salt"")",5.0,103.0,120.5,4.8,0.6,0.1,68.2,16.6,0.7,0.5,2.6,,18 Pitas,"c(""Mix yeast, water and sugar."", ""Set aside."", ""In a large bowl, combine flour, dried milk and salt."", ""Pour in the oil and yeast/water mixture and stir well."", ""You might need to add more flour or water, depending on the absorbency of the flour."", ""Knead dough briefly, divide into 18 egg sized balls."", ""Place on a floured surface, cover and let rest for 15-30 minutes."", ""Roll one ball out and cook in a skillet until large \""bubbles\"" form."", ""Flip pita over and cook the other side for a few more minutes."", 
""I flatten it out with a spatula."", ""Keep bread warm (wrap in a towel or place in a ziploc bag) while cooking the rest of the bread."", ""These freeze well."")"
456503,Kuku Paka (Kenyan Chicken Curry),80353,evelynathens,60.0,15,75,2011-05-18T16:15:00Z,Make and share this Kuku Paka (Kenyan Chicken Curry) recipe from Food.com.,Chicken,"c(""Poultry"", ""Meat"", ""African"", ""< 4 Hours"")","c(""3"", ""1"", ""2 -3"", ""2"", ""2"", ""1/4"", ""1"", ""2"", ""2"", ""2"", NA, ""1/2"")","c(""chicken"", ""onion"", ""hot chili peppers"", ""fresh ginger"", ""garlic"", ""ghee"", ""curry powder"", ""cumin seeds"", ""ground cumin"", ""chopped tomatoes"", ""tomato sauce"", ""coconut milk"", ""cilantro"")",4.0,2.0,1434.6,89.8,39.4,255.2,303.2,90.3,3.0,81.1,67.3,,,"c(""Add the onion, chiles, ginger and garlic to a food processor or blender and process until smooth. Add a little water if necessary."", ""Heat the oil or ghee in a large pot or wok over medium flame. Add the onion puree, curry powder and cumin and sauté, stirring frequently, for 5 to 8 minutes, or until cooked down.     Stir in the tomatoes and simmer for 3 to 4 minutes. Then add the chicken, coconut milk, salt and pepper. Reduce heat to low and simmer, covered, until the chicken is cooked through and tender, anywhere from 30 minutes to an hour. Add more water as needed.  Adjust salt and pepper, to taste."", 
""Stir in the cilantro.  Serve with with rice or chapatti."", ""Variations:  For authentic flavor, grill the chicken pieces before stirring them into the simmering sauce. If you like, you can also use boneless, skinless chicken breasts or thighs."", ""Some recipes add potatoes or hard-boiled eggs to the curry. The potatoes can be cooked ahead, cut into chunks and stirred into the curry toward the end."", ""Eliminate the hot chiles for a milder dish. Or substitute a chopped sweet bell pepper."", ""Reserve some of the coconut cream that gathers at the top of the can and stir it into the sauce at the very end for extra silky results.""
)"
518688,Buttermilk Substitute,422608,Sica6488,,5,5,2014-09-29T04:15:00Z,Tripped over this while looking to see if one could substitute regular milk for Buttermilk. I didn't exactly find the answer but this was a good solution. Now I just need white vinegar or Lemon juice.  LOL,< 15 Mins,"c(""Easy"", ""Inexpensive"", ""From Scratch"")","c(""1"", ""1"")","c(""milk"", ""white vinegar"", ""lemon juice"")",,,159.3,8.9,5.6,34.2,120.3,11.5,0.0,0.1,8.0,,1 cup,"c(""Place a Tablespoon of white vinegar or lemon juice in a liquid measuring cup."", ""Add enough milk to bring the liquid up to the one-cup line."", ""Let stand for five minute. Then, use as much as your recipe calls for."")"
536364,Northern Style Jambalaya Stuffed Peppers,2656184,noellejane,45.0,15,60,2018-07-18T21:06:00Z,"I wanted to create  fun, spicy, appetizer for a party I was having in the middle of winter.  These little gems were a huge hit",< 60 Mins,,"c(""6"", ""2"", ""2"", ""6"", ""6"", ""1/3"", ""1"", ""1/2"", ""1 1/4"", ""6"", ""1/4"")","c(""andouille sausages"", ""sweet bell peppers"", ""small shrimp"", ""green onion"", ""dried thyme"")",,,110.6,5.0,1.7,38.5,321.2,6.4,1.8,3.2,10.0,12.0,30 halves,"c(""Pre-heat oven to 400° F."", ""In a large sauce pan, stir together diced sausage, rice mix and seasoning packets.  Add water called for on the back of each package of rice mix, and cook according to package directions, omitting the oil called for on the package."", ""Meanwhile, cut miniature peppers in half, leaving stems intact.  Remove seeds and membranes."", ""Once rice mix is done cooking (about 30 min)  Stir remaining ingredients into hot rice. Season to taste with salt and pepper."", ""Stuff mini peppers with rice mixture and place on a foil lined baking sheet."", 
""Bake at 400° F. for 15 minutes or until peppers are crisp tender and filling hot.  Serve immediately."")"
42849,Pittsburgh potatoes,40943,paulamatt,40.0,15,55,2002-10-10T22:15:00Z,I don't know the history of this dish but since it says Pittsburgh and that is where I was born and raised it HAS to be good!!!,Potato,"c(""Cheese"", ""Vegetable"", ""< 60 Mins"", ""Oven"")","c(""4"", ""1"", ""1"", ""1/2"", ""1/2"", ""4"", ""3"", ""2"", ""3/4"", NA, NA)","c(""potatoes"", ""onion"", ""salt"", ""pimiento strip"", ""processed cheese spread"", ""butter"", ""margarine"", ""flour"", ""milk"", ""salt"", ""butter"", ""margarine"")",5.0,3.0,329.2,19.0,12.1,61.6,1338.7,29.1,2.5,4.3,11.4,,,"c(""Cook first 3 ingredients in boiling water to cover in a saucepan 15 minutes; drain and add pimiento strips."", ""Cook cheese and next 4 ingredients in a saucepan over low heat, stirring costantly, until thoroughly heated and cheese melts."", ""Pour cheese sauce over potato mixture, and spoon into a baking dish."", ""Top with breadcrumbs, and dot with butter."", ""Bake at 350 degrees F."", ""for 20 to 30 minutes."")"
364296,Spanish Spinach,62264,Busters friend,15.0,15,30,2009-04-03T16:58:00Z,Adapted from gourmet_recipes_from_around_the_world. Will be flush with spinach here in a few weeks so am looking forward to making this fresh from the garden! Planning to serve as breakfast/lunch with poached eggs (mmmm!) &amp; as a side for roasted poultry &amp; fish. Plan to add a bit of lemon when serving alongside fish.,Spinach,"c(""Greens"", ""Vegetable"", ""Vegan"", ""Low Cholesterol"", ""Healthy"", ""< 30 Mins"", ""Easy"")","c(""1"", ""3"", ""1"", ""1/4"", ""2/3"", ""1/2"")","c(""fresh spinach"", ""olive oil"", ""salt"", ""water"", ""pine nuts"")",4.0,1.0,234.2,22.3,2.3,0.0,237.0,7.3,3.8,1.3,5.8,4.0,,"c(""Toast the pine nuts in a dry pan over medium heat, shaking every 30 seconds until they become fragrant & slightly golden. Do not burn by leaving unattended! Dump toasted nuts on a plate to cool."", ""If using frozen spinach, microwave 4 to 6 minutes on high with no additional water but do cover them. If using fresh spinach, place rinsed but not dried leaves in a large pan and cook, stirring until wilted, about 3 to 4 minutes. Drain."", ""Heat the oil in a nonstick, nonreactive skillet over medium heat. Add pimenton and cook, stirring about 2 minutes. Add spinach, salt and approximately 2/3 cup water, stirring another minute. Add pine nuts and toss until just heated through.""
)"
232760,Lemonade Chicken,391713,BrunetteBarbiie,55.0,5,60,2007-06-06T17:36:00Z,Make and share this Lemonade Chicken recipe from Food.com.,Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""High Protein"", ""Healthy"", ""Kid Friendly"", ""High In..."", ""Sweet"", ""< 60 Mins"", ""Beginner Cook"", ""Easy"")","c(""6"", ""1"", ""1/3"", ""1"")","c(""boneless skinless chicken breast halves"", ""soy sauce"", ""garlic powder"")",4.0,5.0,195.1,1.5,0.4,68.4,970.9,15.3,0.2,13.9,29.1,6.0,,"c(""Place chicken in greased 9 x 13-inch baking dish."", ""Combine lemonade, soy sauce and garlic powder and pour over chicken."", ""Cover with foil and bake at 350* for 45 minutes."", ""Uncover, pour juices over chicken and cook another 10 minutes uncovered."")"
401780,Fluffernutter Cupcakes / Frosting,890605,GoldsmithLissa,15.0,15,30,2009-11-30T01:32:00Z,"For use with the &quot;basic vanilla cupcakes&quot; recipe I previously posted or recipe you desire.  Try putting peanut butter mini-chips in the cupcake batter!  I've also made a filling of peanut butter/sugar and/or marshmallow cream for inserting into cupcake, then used the icing just for the topping

Or use as cupcake or cake icing...also try atop peanut butter cookies!",Dessert,"c(""Weeknight"", ""Brunch"", ""< 30 Mins"")","c(""2"", ""1"", ""16"", ""16"", ""1"", ""2 -3"", ""1/2"")","c(""unsalted butter"", ""creamy peanut butter"", ""marshmallow cream"", ""confectioners' sugar"", ""vanilla"", ""miniature marshmallows"", ""peanuts"")",,,485.6,29.8,14.7,54.2,94.2,53.0,1.2,41.2,5.2,,18 cupcakes,"c(""Prepare, bake, and cool basic vanilla cupcakes."", ""Beat butter on medium high speed until fluffy."", ""Slowly beat in peanut butter, marshmallow cream, and vanilla until smooth."", ""Gradually add confectioners sugar and beat until fluffy."", ""Spoon 1 1/4 c frosting into plastic freezer bag.  Snip 1/4\"" hole in one corner.  Insert bag tip 1\"" into top of each cupcake.  Squeeze in 1 Tbs frosting for each."", ""Spread remaining frosting atop cupcakes (use decorative frosting tips for presentation)."", ""Garnish with mini-marshmallows and chopped peanuts, as desired.""
)"
160030,Asian Honey-Grilled Fish,183756,GothicGranola,10.0,20,30,2006-03-15T11:37:00Z,Make and share this Asian Honey-Grilled Fish recipe from Food.com.,Asian,"c(""< 30 Mins"", ""Easy"")","c(""1/4"", ""1/2"", ""1"", ""2"", ""2"", ""2"", ""1"", ""1"", ""1"")","c(""honey"", ""lime, juice of"", ""soy sauce"", ""hoisin sauce"", ""garlic cloves"", ""fresh ginger"")",5.0,4.0,129.5,0.4,0.1,0.3,844.8,31.9,0.8,27.2,2.1,,,"c(""In a mixing bowl, combine honey, onion, lime juice, soy sauce, hoisin sauce, garlic, jalapeno, and ginger. Stir to mix well. Pour over fish and let marinate at least 2 hours in the refrigerator."", ""Grill the fish for 5 minutes. Turn and cook another 5 minutes or until the flesh is flaky when tested with a fork."")"
525106,Gluten Free!Banana Pumpkin Oat Breakfast Bread Meal,2000735154,Jason L.,50.0,35,85,2015-12-10T17:18:00Z,"I developed this recipe over a six month period, looking for a healthy snack for my father to enjoy between meals,to keep him away from the junk food, and I can't say enough about this,all the flavors complement each other,and it  gives you a healthy boost, it takes about a day for the flavors to really start to peak ,and if you have a limited time to spend on breakfast this works out great.",Free Of...,"c(""For Large Groups"", ""< 4 Hours"")","c(""5"", ""1"", ""1"", NA, ""1"", ""1"", ""1"", ""1"", ""1/2"", ""4"", ""1"", ""1"", ""1"", ""5"", ""16"")","c(""bananas"", ""vanilla"", ""cinnamon"", ""jellied cranberry sauce"", ""applesauce"", ""baking powder"", ""baking soda"", ""sea salt"", ""flour"", ""rolled oats"", ""cranberries"")",,,227.6,4.5,0.7,0.0,156.9,44.4,4.4,11.5,4.5,20.0,,"c(""Smash up five very ripe bananas in a large mixing bowel."", ""Add a 1 lb 14oz can of pumpkin pie mix."", ""1 14oz can of jellied cranberry sauce."", ""1 jar un-sweetened apple sauce,about 24oz."", ""1 tsp baking powder."", ""1 tsp baking soda."", ""1 tsp of vanilla."", ""1 Tbspn cinnamon."", ""4 eggs."", ""1/2 tsp sea salt."", ""4 Tbsp of melted cocunut oil."", ""Use electric hand mixer on high tell well combined,about 4 minutes."", ""Then add the following three flour combos using electric mixer."", ""1 cup Almond meal flour."", 
""1 cup coconut flour."", ""1 cup Oat flour."", ""Next Add 5 cups of Gluten free rolled oats hand mix it in with rubber type spatula."", ""Add in gluten free dried blue berries or cranberries stir with rubber spatula or wooden  style spatula works good Tell well combined."", ""Grease a large pan well."", ""Use a large 14.1/2 inch square buy about 2 inch deep stainless steal pan you will need a top quallity pan i use a Deep Dish Pizza Pan, Bakalon, 14 Dia."", ""by CHICAGO METALLIC."", ""Gauge: 14\tMaterial: Hard Coat Anodized Aluminum."", 
""Size: 14\"" Dia. x 1-1/2\"" D\tItem: Deep Dish Pizza Pan."", ""Pre-heat oven to 350 degrees."", ""Put in the oven and let cook for about 50 minutes or until turns golden brown and forms cracks and a knife comes out clean."", ""Then let it cool in pan on top of a cooling rack once cool i will wrapp in plastic and freeze half of it."", ""Other half put it in an air tight container stays good for about three days,makes a good after meal snack or breakfast on the go,anyone."", ""who ever has tried it just loves it.""
)"
115877,Rhubarb Fluff,130819,Gerry,60.0,15,75,2005-04-09T10:41:00Z,"Absolutely delicious! This old fashioned dessert never fails to please. Being a very very old recipe, one has to keep in mind that todays rhubarb is so much sweeter, you may wish to cut the sugar back to one cup or possibly one and a quarter cups ... depending on just how much sweetness you prefer.",Dessert,"c(""Healthy"", ""For Large Groups"", ""< 4 Hours"")","c(""2"", ""1/2"", ""1"", ""5"", ""6"", ""2"", ""6"", ""1/4"", ""1"", ""6"", ""1/2"", ""1/4"")","c(""flour"", ""margarine"", ""sugar"", ""rhubarb"", ""sugar"", ""flour"", ""salt"", ""milk"", ""sugar"", ""cream of tartar"")",5.0,6.0,285.0,8.0,1.9,72.9,135.5,49.0,1.2,32.6,5.1,,,"c(""BASE, mix together the flour, margarine and sugar, press into a greased 9 x 13 pan."", ""Bake at 350 for 10 minutes."", ""RHUBARB LAYER, pour boiling water over rhubarb, let stand for 10 minutes and drain."", ""Spread drained rhubarb over baked crust."", ""FILLING, beat egg yolks, sugar and salt."", ""Add the cream/milk slowly and then the flour."", ""Pour over rhubarb and bake another 40 minutes at 350."", ""TOPPING, beat egg whites and cream of tartar until stiff."", ""Gradually add sugar making a stiff meringue."", 
""Spread over top and bake at 350 10 minutes or until a golden brown."", ""NOTE: you may sprinkle the topping with coconut before baking, the coconut seems to keep the egg whites from 'weeping'."")"
460765,"Radish, Celery, &amp; Snap Pea Salad",67026,Carianne,,15,15,2011-07-24T10:11:00Z,"This recipe is from Eating Well magazine (March-April 2011).  I have made it a couple of times now, and really enjoy it!  The dressing is one that I will use separately as well, it is delish!",< 15 Mins,"""Easy""","c(""1/4"", ""3"", ""1"", ""2"", ""3/4"", ""1"", ""1"", ""1"", ""1"", ""1"", ""3/4"", ""1"")","c(""white wine vinegar"", ""olive oil"", ""sugar"", ""salt"", ""radish"", ""celery"", ""celery leaves"", ""flat leaf parsley"", ""pecorino romano cheese"", ""butter"")",,,84.0,7.0,1.0,0.0,345.6,5.2,1.5,3.5,0.9,6.0,,"c(""Whisk vinegar, oil, sugar, mustard and salt in a small bowl."", ""Pour over the salad ingredients and toss to coat well."")"
506776,Breakfast Protein Shake,1800050370,juuuuliaaaaa,,10,10,2013-09-09T17:52:00Z,"I love making this for breakfast on lazy days. The high protein in this smoothie will fill you up 'till lunch. I got this recipe from a blog; this is not my own recipe. Hope you all enjoy (:
*I use flax milk instead of dairy milk and make it in my NutriBullet and it comes out great. (If you want a thinner shake, use more ice cubes and milk)",Smoothies,"c(""Beverages"", ""Breakfast"", ""Peanut Butter"", ""< 15 Mins"", ""Easy"")","c(""1/2"", ""1/2"", ""1/2"", ""6"", ""1"")","c(""banana"", ""crunchy peanut butter"", ""milk"")",,1.0,889.1,69.7,16.4,17.1,656.3,44.4,9.3,19.1,37.0,1.0,1 serving,"""Throw all ingredients into the blender and blend until smooth."""
220491,My Mom's Rice Pudding,125356,MsPia,60.0,5,65,2007-04-03T22:10:00Z,Make and share this My Mom's Rice Pudding recipe from Food.com.,Dessert,"c(""South American"", ""Low Cholesterol"", ""Healthy"", ""< 4 Hours"", ""Easy"")","c(""32"", ""1/2"", ""1/2"")","c(""milk"", ""white rice"", ""sugar"")",,1.0,338.5,9.1,5.6,34.2,121.2,55.2,0.7,25.0,9.6,,,"c(""Boil rice in water for 10 minutes. Drain and reserve."", ""Mix milk and sugar in a saucepan and simmer for 45 minutes."", ""Add rice and simmer an extra 45 minutes, stirring occasionally."", ""The milk should have a light caramel color."", ""Let it cool and the refrigerate."")"
63277,Pumpkin Chocolate Chips Cookies,81511,Sugarsup3,25.0,20,45,2003-05-28T20:05:00Z,"This cookies are very moist and tender. My family likes these at Thanksgiving, Halloween and Christmas.",Drop Cookies,"c(""Dessert"", ""Cookie & Brownie"", ""Thanksgiving"", ""Halloween"", ""< 60 Mins"")","c(""4"", ""2"", ""2"", ""2"", ""1"", ""1 1/2"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1"")","c(""unsifted all-purpose flour"", ""old fashioned oats"", ""baking soda"", ""ground cinnamon"", ""salt"", ""butter"", ""brown sugar"", ""granulated sugar"", ""egg"", ""vanilla"", ""solid-pack pumpkin"")",5.0,7.0,286.3,12.5,7.5,29.5,222.1,42.7,1.7,25.6,3.3,,32 large cookies,"c(""In a bowl, combine flour, oats, soda, cinnamon and salt; set aside."", ""In a large bowl, combine softened butter; gradually add sugars, beating until light and fluffy."", ""Add egg and vanilla; mix well."", ""Alternate additions of dry ingredients and the pumpkin, mixing well after each addition."", ""Stir in the chocolate chips."", ""Dough will be stiff."", ""For each cookie, drop 1/4 C of dough onto greased cookie sheet."", ""Bake at 350°F for 20-25 minutes, or until cookies are firm and lightly browned."", 
""Remove from cookie sheet and cool on rack."")"
435727,Grilled Salmon Paprika,730126,Elanas Pantry,8.0,45,53,2010-08-20T14:10:00Z,"This recipe for quick and easy grilled salmon is based on Kalyn's Grilled Salmon with Maple Syrup Glaze from Kalyn's Kitchen.  I find that her site is a fantastic source overall, and particularly for protein filled entrees. 

http://www.elanaspantry.com/grilled-salmon-paprika/",Free Of...,"c(""< 60 Mins"", ""Easy"")","c(""1 1/2"", ""1/4"", ""1"", ""1/2"", ""1"")","c(""salmon fillets"", ""ground cumin"", ""sea salt"")",,,203.8,6.2,1.0,88.7,696.6,1.1,0.7,0.2,34.3,4.0,4 fillets,"c(""Rinse salmon, pat dry and place in an 11 x 7 baking dish."", ""In a small bowl, combine paprika, cumin and salt."", ""Drizzle agave over salmon, the sprinkle with paprika mixture."", ""Marinate for 30 minutes to 5 hours."", ""Grill salmon (skin side down) for 4-5 minutes, then turn over."", ""Grill on other side for 3 minutes, or until salmon is cooked through."")"
290830,Cherry Berry Oatmeal,619508,Whatscooking,5.0,0,5,2008-03-09T20:05:00Z,Here's a recipe that turns humdrum oatmeal into a nutritional antioxidant tasty powerhouse.  My kids love that it turns a pretty blue color.,Breakfast,"c(""Low Cholesterol"", ""Kid Friendly"", ""Winter"", ""< 15 Mins"", ""Easy"")","c(""2"", ""1 1/2"", ""1 1/2 - 2"", ""1/2"", ""1/2"", ""1/2"", ""2"", ""1/4"")","c(""old fashioned oats"", ""water"", ""milk"", ""frozen blueberries"", ""dried tart cherry"", ""walnuts"", ""ground flax seeds"", ""brown sugar"")",5.0,2.0,392.9,15.6,3.5,12.8,52.6,55.8,6.0,21.4,10.9,4.0,,"c(""Bring water to boil in saucepan."", ""add milk, oat and flaxseed and return to boil stirring constantly."", ""add cherries and blueberries to pan and cook until thickened, stirring frequently."", ""top with brown sugar and nuts and serve."")"
185639,Mom's Veggie Dill Dip,350938,queenbeatrice,,3,3,2006-09-11T19:56:00Z,"This Dip is great with veggies or chips or can be used as a salad dressing. It's my mother's secret recipe, shhhh, don't tell her I put it here. :)
Very easy to put together.",Low Protein,"c(""< 15 Mins"", ""For Large Groups"", ""Easy"")","c(""500"", ""500"", ""2"", ""2"", ""5"")","c(""sour cream"", ""Hellmann's mayonnaise"", ""dill weed"", ""Worcestershire sauce"")",5.0,7.0,498.7,42.9,6.9,35.8,891.1,30.0,0.0,8.2,1.3,64.0,4 cups,"""Mix all ingredients together. Can be eaten right away, but will taste much better if refrigerated overnight."""
521132,Jimmie Cake,634324,meren,50.0,10,60,2015-02-20T22:33:00Z,Make and share this Jimmie Cake recipe from Food.com.,Breads,"c(""Dessert"", ""< 60 Mins"")","c(""15 1/4"", ""4"", ""30"", ""1/2"", ""1"", ""4"", ""6"")","c(""eggs"", ""canola oil"", ""coffee"", ""instant vanilla pudding"")",,,301.6,14.9,1.9,62.7,397.2,37.1,0.4,24.5,3.7,12.0,1 cake,"c(""preheat oven to 350 degrees."", ""mix all ingredients except sprinkles until smooth."", ""add sprinkles."", ""bake 45-55 min."")"
237660,After Gardening Hand Cream,327115,Alia55,,20,20,2007-06-28T15:09:00Z,Make and share this After Gardening Hand Cream recipe from Food.com.,Bath/Beauty,"""< 30 Mins""","c(""6"", ""1"", ""1"", ""8"", ""6 -8"", ""3"")","""water""",,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,16 ounces,"c(""Dissolve borax in the rose ‘geranium’ water."", ""Melt wax in a saucepan over a very low heat. Using."", ""Add the water solution, stirring continually."", ""When cool add oil together and coloring to give a soft pink shade."", ""Blend well."", ""Pour into small jars, seal and label."")"
429392,Spinach Salad With a Cr&egrave;me De Brie Dressing,1007586,Corrinne J,5.0,10,15,2010-06-11T02:14:00Z,"A perfect summer salad! The Cr&egrave;me de Brie adds a velvety, creamy touch to the dressing, which is nicely paired with white wine, garlic and salty prosciutto.",Salad Dressings,"c(""Vegetable"", ""Weeknight"", ""Brunch"", ""< 15 Mins"")","c(""6"", ""1/4"", ""2"", ""6"", ""1"", ""2"", ""1"", ""1"", ""2"", ""1/4"")","c(""olive oil"", ""prosciutto"", ""garlic"", ""dry white wine"", ""sugar"", ""fresh spinach"", ""parmesan cheese"")",,,244.8,21.5,6.8,27.3,255.4,5.9,1.5,2.4,8.9,6.0,6 salads,"c(""Heat oil in small heavy skillet over medium heat."", ""Add prosciutto and garlic and sauté 3 minutes. Add wine, lemon juice and sugar."", ""Simmer 5 minutes."", ""Transfer to a bowl and cool completely."", ""When cool, combine with Alouette Crème de Brie."", ""Combine spinach, mushrooms and parmesan cheese in large bowl."", ""Toss with dressing and serve immediately."")"
219250,Paula Deen's Easy Yeast Rolls,457536,zoe85,15.0,60,75,2007-03-27T23:18:00Z,Make and share this Paula Deen's Easy Yeast Rolls recipe from Food.com.,Breads,"""< 4 Hours""","c(""1"", ""3/4"", ""2 1/2"", ""1/2 - 1"", ""1"", ""1/4"")","c(""active dry yeast"", ""water"", ""biscuit mix"", ""biscuit mix"", ""sugar"", ""butter"")",4.0,1.0,336.2,17.0,7.2,21.5,821.3,40.5,1.5,9.1,5.3,6.0,15 rolls,"c(""Preheat oven to 400 degrees F."", ""Dissolve the yeast in the water. Put the 2 1/2 cups of biscuit mix in a large bowl; stir in the sugar. Add the yeast mixture, stirring vigorously. Sprinkle the work surface generously with the remaining 1/2 to 1 cup biscuit mix."", ""Turn the dough out onto the surface and knead well, 15 to 20 times. Shape the dough as desired. (I shape heaping tablespoons of dough into balls). Place on a lightly greased baking sheet, cover with a damp cloth, and let rise in a warm place for 1 hour."", 
""Just before putting into oven, brush rolls with melted butter. Bake for 12 to 15 minutes, or until golden brown. Brush the rolls again with melted butter while they're hot."")"
